nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSFLISS,,FLINS SUR SEINE,Parking privé à usage public,"D 14, 78238 Flins-sur-Seine",78238,"[1.86416, 48.96643]",11,FRALLEGO9001251,FRALLE78410EVCARS90012501,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50096317231450,2023-11-23,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,1.86416,48.96643,78410,Flins-sur-Seine,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSFLISS,,FLINS SUR SEINE,Parking privé à usage public,"Carrefour Flins Sur Seine, D 14, 78410 Flins-sur-Seine",78238,"[1.86416, 48.96643]",10,FRALLEGO9001251,FRALLE78410EVCARS90012501,300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 59cts/Kwh ,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,,FALSE,Direct,50096317231450,2023-09-08,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,1.86416,48.96643,78410,Flins-sur-Seine,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSLIMAY,,LIMAY,Parking privé à usage public,"Rn190, 78335 Limay",78335,"[1.75386, 48.99042]",11,FRALLEGO9001532,FRALLE78520EVCARS90015302,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50066654566900,2023-09-23,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,1.75386,48.99042,78520,Limay,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSSRTVL,,SARTROUVILLE,Parking privé à usage public,"Carrefour Sartrouville, Avenue Robert Schuman, Val Notre Dame, 78500 Sartrouville",78586,"[2.196199, 48.94682]",10,FRALLEGO9001551,FRALLE78500EVCARS90015501,300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 59cts/Kwh ,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,,FALSE,Direct,50047118810430,2022-01-12,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,2.196199,48.94682,78500,Sartrouville,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSVLBAR,,VILLEURBANNE,Parking privé à usage public,"Carrefour Villeurbanne, 145 Avenue Anatole France, 69100 Villeurbanne",69266,"[4.883567, 45.768862]",8,FRALLEGO9001851,FRALLE69100EVCARS90018501,150,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 49cts/Kwh ,Accès libre,FALSE,24/7,Réservé PMR,,FALSE,Direct,50053339848127,2022-12-26,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,4.883567,45.768862,69100,Villeurbanne,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSSARAN,,SARAN,Parking privé à usage public,"Carrefour Saran, 2601 Route Nationale 20, 45770 Saran",45302,"[1.888039, 47.960795]",8,FRALLEGO9001881,FRALLE45770EVCARS90018801,150,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 49cts/Kwh ,Accès libre,FALSE,24/7,Réservé PMR,,FALSE,Direct,50052764827547,2023-02-01,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,1.888039,47.960795,45770,Saran,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSATHIS,,ATHIS MONS,Parking privé à usage public,"180 Route Nationale 7, 91027 Athis-Mons",91027,"[2.37224, 48.71166]",11,FRALLEGO9001961,FRALLE91200EVCARS90019601,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50023964416486,2023-06-14,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,2.37224,48.71166,91200,Athis-Mons,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSVNISX,,VENISSIEUX,Parking privé à usage public,"Carrefour Venissieux, 136 Boulevard Joliot Curie, 69200 Venissieux",69259,"[4.87724, 45.715753]",10,FRALLEGO9002132,FRALLE69200EVCARS90021302,300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 59cts/Kwh ,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,,FALSE,Direct,50025265476500,2022-08-19,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,4.87724,45.715753,69200,Vénissieux,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSVNISX,,VENISSIEUX,Parking privé à usage public,"136 Boulevard Joliot Curie, 69259 Venissieux",69259,"[4.87724, 45.715753]",11,FRALLEGO9002141,FRALLE69200EVCARS90021401,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50025265476500,2022-08-19,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,4.87724,45.715753,69200,Vénissieux,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSPLTCO,,PONTAULT COMBAULT,Parking privé à usage public,"Rn4, 77373 Pontault-Combault",77373,"[2.60999, 48.77611]",11,FRALLEGO9002281,FRALLE77340EVCARS90022801,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50083007952693,2022-12-21,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,2.60999,48.77611,77340,Pontault-Combault,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSPLTCO,,PONTAULT COMBAULT,Parking privé à usage public,"Carrefour Pontault-Combault, Rn4, 77340 Pontault-Combault",77373,"[2.609986, 48.776112]",10,FRALLEGO9002281,FRALLE77340EVCARS90022801,300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 59cts/Kwh ,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,,FALSE,Direct,50083007952693,2022-12-20,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,2.609986,48.776112,77340,Pontault-Combault,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSPLTCO,,PONTAULT COMBAULT,Parking privé à usage public,"Rn4, 77373 Pontault-Combault",77373,"[2.60999, 48.77611]",11,FRALLEGO9002282,FRALLE77340EVCARS90022802,300,false,false,true,false,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50083007952693,2022-12-21,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,2.60999,48.77611,77340,Pontault-Combault,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,06 22 53 03 38,Carrefour Energies,FRALLPEVCARSMDVIL,,MONDEVILLE,Parking privé à usage public,"Carrefour Mondeville, Zac De L etoile  Cc Mondeville 2, 14120 Mondeville",14437,"[-0.294822, 49.165273]",10,FRALLEGO9002411,FRALLE14120EVCARS90024101,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,HPC 49cts/Kwh ,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,,FALSE,Direct,50041762731114,2023-01-28,,2023-12-08,FALSE,2023-12-13T07:02:48.538000+00:00,6573432d7c55e350a0ae7d5d,de920537-9493-4ecd-8b52-370b12a26fae,ev-cars,2023-12-08T16:24:13.479000+00:00,-0.294822,49.165273,14120,Mondeville,True,True
EV Cars,895163608,j.gadrat@evcars.fr,Allego,fabien.lepeytre@allego.eu,,Carrefour Energies,FRALLPEVCARSMDVIL,,MONDEVILLE,Parking privé à usage public,"Zac De L etoile Cc Mondeville 2, 14437 Mondeville",14437,"[-0.294822, 49.165273]",11,FRALLEGO9002412,FRALLE14120EVCARS90024102,0,false,false,false,true,false,false,true,true,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,,50041762731114,2022-12-22,,2023-12-13,false,2023-12-14T00:00:17.145000+00:00,64060c2ac773dcf3fabbe5d2,b11113db-875d-41c7-8673-0cf8ad43e917,eco-movement,2023-06-28T11:46:08.539000+00:00,-0.294822,49.165273,14120,Mondeville,True,True
